Season_EN,Season_TE,Soil_EN,Soil_TE,N,P,K,pH,Temperature,Rainfall,Humidity,Crop_EN,Crop_TE,Organic_Fertilizer_EN,Organic_Fertilizer_TE,Inorganic_Fertilizer_EN,Inorganic_Fertilizer_TE,Organic_Pesticide_EN,Organic_Pesticide_TE,Inorganic_Pesticide_EN,Inorganic_Pesticide_TE
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,28,60,15,6.66,21,80,80,Gram,సెనగ,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,13,69,74,8.48,22,291,74,Brinjal,వంకాయ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,116,28,47,7.45,27,296,66,Soybean,సోయాబీన్,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,27,25,33,6.61,24,75,59,Rice,వరి,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,84,48,34,5.98,40,98,62,Cabbage,క్యాబేజీ,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Clay,బంకమట్టి,18,104,50,8.0,40,111,63,Cucumber,దోసకాయ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,69,73,80,8.11,27,54,50,Bitter Gourd,కాకరకాయ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Clay,బంకమట్టి,103,55,82,8.4,37,272,39,Onion,ఉల్లి,Neem Cake,వేపపిండి,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,72,51,71,7.86,22,141,54,Carrot,గాజర్,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,113,53,52,8.19,35,144,39,Potato,ఆలుగడ్డ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Black,నల్ల మట్టి,57,15,42,8.19,35,56,38,Lemon,నిమ్మ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,115,108,98,7.01,37,66,64,Rice,వరి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,95,24,13,7.11,36,225,62,Sorghum,జొన్న,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,107,106,17,7.65,28,250,36,Onion,ఉల్లి,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Black,నల్ల మట్టి,61,29,78,7.45,23,161,59,Garlic,వెల్లులి,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Clay,బంకమట్టి,117,45,70,8.04,22,261,84,Bitter Gourd,కాకరకాయ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,20,93,111,7.1,23,209,60,Apple,సేపు,Neem Cake,వేపపిండి,MOP,పొటాష్,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Red,ఎర్ర మట్టి,34,31,81,7.47,36,252,43,Groundnut,వేరుశెనగ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,77,24,85,6.62,26,167,74,Sunflower,సూర్యకాంతి,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,57,21,47,6.84,23,134,75,Cucumber,దోసకాయ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,37,88,68,8.17,30,146,76,Mango,మామిడి,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,117,106,24,5.74,34,118,82,Okra,బెండకాయ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Black,నల్ల మట్టి,35,102,15,6.03,33,211,75,Rice,వరి,Compost,కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,103,109,100,5.97,38,83,46,Ginger,అల్లం,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Black,నల్ల మట్టి,30,38,35,8.31,33,150,64,Guava,జామ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,76,94,96,7.3,29,293,41,Bottle Gourd,సొరకాయ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Red,ఎర్ర మట్టి,74,110,60,7.08,26,105,49,Pumpkin,గుమ్మడికాయ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Sandy,మణల్,12,114,118,7.13,39,283,76,Potato,ఆలుగడ్డ,Neem Cake,వేపపిండి,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Black,నల్ల మట్టి,23,25,89,6.24,35,110,77,Ridge Gourd,బీరకాయ,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,83,10,111,6.64,16,293,44,Ginger,అల్లం,Compost,కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Clay,బంకమట్టి,36,80,68,8.16,29,215,36,Lemon,నిమ్మ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Clay,బంకమట్టి,31,99,74,7.78,33,114,36,Potato,ఆలుగడ్డ,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,17,87,115,5.75,16,161,90,Fenugreek,మెంతికూర,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Black,నల్ల మట్టి,28,65,112,6.35,26,84,67,Barley,యవ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Loamy,లోమీ,47,97,24,7.52,26,286,84,Watermelon,పుచ్చకాయ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,110,97,20,6.23,38,79,41,Turnip,టర్నిప్,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,67,44,46,8.41,27,272,85,Cauliflower,కాలీఫ్లవర్,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,116,14,24,6.82,17,145,90,Watermelon,పుచ్చకాయ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,24,85,79,6.58,19,128,77,Bitter Gourd,కాకరకాయ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,109,41,79,6.3,28,126,75,Maize,మొక్కజొన్న,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Red,ఎర్ర మట్టి,23,28,56,7.71,21,197,80,Maize,మొక్కజొన్న,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,90,84,15,7.29,18,193,60,Cabbage,క్యాబేజీ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Loamy,లోమీ,63,42,62,7.62,38,84,76,Lemon,నిమ్మ,Compost,కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,44,55,91,5.57,21,172,81,Turnip,టర్నిప్,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,18,14,89,5.6,39,285,33,Rice,వరి,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Sandy,మణల్,63,84,84,7.86,35,65,32,Grapes,ద్రాక్ష,Compost,కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,59,65,99,7.71,20,118,34,Tomato,టమోటా,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,31,10,38,8.47,26,111,33,Muskmelon,ఖర్బూజ,Neem Cake,వేపపిండి,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,59,110,75,6.73,24,74,50,Groundnut,వేరుశెనగ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,109,36,118,7.12,27,145,83,Groundnut,వేరుశెనగ,Neem Cake,వేపపిండి,MOP,పొటాష్,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Sandy,మణల్,99,33,59,8.24,25,78,39,Pea,బఠాణి,Neem Cake,వేపపిండి,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,69,80,113,8.4,39,111,77,Orange,నారింజ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,119,90,17,7.75,24,259,50,Cotton,పత్తి,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,28,60,101,7.56,29,187,41,Beetroot,బీట్‌రూట్,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,77,85,68,6.0,28,170,54,Chilli,మిర్చి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,49,23,100,7.85,23,245,73,Rice,వరి,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Loamy,లోమీ,28,91,92,7.03,31,56,87,Tomato,టమోటా,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Loamy,లోమీ,52,79,86,5.71,17,249,89,Garlic,వెల్లులి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,111,23,63,6.39,37,85,55,Sugarcane,చెరకు,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,12,79,94,7.41,36,70,56,Sorghum,జొన్న,Neem Cake,వేపపిండి,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,72,63,43,7.98,39,155,39,Turmeric,పసుపు,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Clay,బంకమట్టి,100,108,94,7.3,32,189,78,Papaya,బొప్పాయి,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
